task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
20	47/05a3db	8716	NFCORE_PACVAR:PACVAR:BAM_SV_VARIANT_CALLING:PBSV_CALL (sample2.bc2058--bc2058)	CACHED	0	2024-11-14 12:27:33.199	878ms	0ms	104.0%	13.9 MB	1.1 GB	85.7 KB	2.9 KB
21	bc/96f8c1	8614	NFCORE_PACVAR:PACVAR:BAM_SV_VARIANT_CALLING:PBSV_CALL (sample1.bc2026--bc2026)	CACHED	0	2024-11-14 12:27:30.904	673ms	0ms	112.9%	13.8 MB	1.1 GB	84 KB	2.7 KB
26	c4/bde6a3	8773	NFCORE_PACVAR:PACVAR:BAM_SV_VARIANT_CALLING:TABIX_BGZIP (sample2.bc2058--bc2058)	CACHED	0	2024-11-14 12:27:34.212	871ms	0ms	98.0%	13.9 MB	1.1 GB	112.1 KB	4.1 KB
24	a6/7dc88f	8722	NFCORE_PACVAR:PACVAR:BAM_SV_VARIANT_CALLING:TABIX_BGZIP (sample1.bc2058--bc2058)	CACHED	0	2024-11-14 12:27:33.227	879ms	0ms	98.9%	13.9 MB	1.1 GB	112.1 KB	4.1 KB
27	0d/f4f9e2	8676	NFCORE_PACVAR:PACVAR:BAM_SV_VARIANT_CALLING:TABIX_BGZIP (sample1.bc2026--bc2026)	CACHED	0	2024-11-14 12:27:32.353	740ms	0ms	105.4%	14 MB	1.1 GB	112 KB	4 KB
25	09/f357bc	8759	NFCORE_PACVAR:PACVAR:BAM_SV_VARIANT_CALLING:TABIX_BGZIP (sample2.bc2026--bc2026)	CACHED	0	2024-11-14 12:27:34.161	820ms	0ms	126.1%	13.6 MB	1.1 GB	112 KB	4 KB
30	e7/faff42	8840	NFCORE_PACVAR:PACVAR:BAM_SV_VARIANT_CALLING:BCFTOOLS_INDEX (sample2.bc2026--bc2026)	CACHED	0	2024-11-14 12:27:35.181	878ms	0ms	286.6%	13.9 MB	1.1 GB	125.3 KB	722 B
28	07/76cbde	8820	NFCORE_PACVAR:PACVAR:BAM_SV_VARIANT_CALLING:BCFTOOLS_INDEX (sample1.bc2058--bc2058)	CACHED	0	2024-11-14 12:27:35.095	866ms	0ms	160.7%	13.9 MB	1.1 GB	125.6 KB	763 B
29	f6/3bae27	8770	NFCORE_PACVAR:PACVAR:BAM_SV_VARIANT_CALLING:BCFTOOLS_INDEX (sample1.bc2026--bc2026)	CACHED	0	2024-11-14 12:27:34.204	968ms	0ms	156.7%	14 MB	1.1 GB	125.4 KB	735 B
31	81/a7a68f	8862	NFCORE_PACVAR:PACVAR:BAM_SV_VARIANT_CALLING:BCFTOOLS_INDEX (sample2.bc2058--bc2058)	CACHED	0	2024-11-14 12:27:35.966	729ms	0ms	223.7%	13.9 MB	1.1 GB	125.6 KB	762 B
3	01/24d100	9813	NFCORE_PACVAR:PACVAR:MULTIQC	COMPLETED	0	2024-11-14 12:37:06.818	7.1s	5.9s	133.0%	139.3 MB	5.8 GB	69.7 MB	16.8 MB
